timestamp,symbol,open,high,low,close,volume,date,Negative,Neutral,Positive,ticker,Net
2020-11-21 7:00:00,BINANCE:BTCUSD,18724.66386,19036.23143,18426.5945,18680.16352,1436.854169,2020-11-21,0,1,0,BTC,0
2020-11-28 7:00:00,BINANCE:BTCUSD,17135.40279,17977.07,16873.22519,17819.89906,1311.165951,2020-11-28,0,1,0,BTC,0
2020-12-01 7:00:00,BINANCE:BTCUSD,19615.14175,20151.15747,18152.97081,18852.38957,3439.334924,2020-12-01,1,0,0,BTC,-1
2020-12-02 7:00:00,BINANCE:BTCUSD,18843.07396,19509.37925,18354.24148,19229.33002,2171.115668,2020-12-02,0,0,3,BTC,3
2020-12-03 7:00:00,BINANCE:BTCUSD,19229.32902,19671.47519,18914.97629,19476.77699,1425.973121,2020-12-03,1,3,7,BTC,6
2020-12-04 7:00:00,BINANCE:BTCUSD,19480.62648,19616.35725,18637.17041,18714.49326,1754.865638,2020-12-04,4,5,15,BTC,11
2020-12-05 7:00:00,BINANCE:BTCUSD,18754.59875,19332.86505,18556.41893,19221.88317,761.136195,2020-12-05,9,6,15,BTC,6
2020-12-06 7:00:00,BINANCE:BTCUSD,19263.87967,19523.86914,18922.41641,19374.94362,705.618126,2020-12-06,2,1,6,BTC,4
2020-12-07 7:00:00,BINANCE:BTCUSD,19378.46087,19502.5789,18913.15502,19210.23799,1128.030943,2020-12-07,4,15,25,BTC,21
2020-12-08 7:00:00,BINANCE:BTCUSD,19222.49392,19382.32984,18240.07448,18377.18859,1921.317988,2020-12-08,18,15,43,BTC,25
2020-12-09 7:00:00,BINANCE:BTCUSD,18370.48389,18804.29356,17579.75168,18608.59948,2544.423406,2020-12-09,31,13,44,BTC,13
2020-12-10 7:00:00,BINANCE:BTCUSD,18610.5268,18740.63022,17860.77549,18298.41808,1610.369728,2020-12-10,17,11,30,BTC,13
2020-12-11 7:00:00,BINANCE:BTCUSD,18296.60874,18381.16347,17629.89335,18086.41755,2029.324008,2020-12-11,28,9,34,BTC,6
2020-12-12 7:00:00,BINANCE:BTCUSD,18126.23615,19060.67379,18067.99139,18867.32097,1134.56237,2020-12-12,8,15,28,BTC,20
2020-12-13 7:00:00,BINANCE:BTCUSD,18903.08178,19508.2357,18764.72344,19149.39967,1217.282192,2020-12-13,5,9,15,BTC,10
2020-12-14 7:00:00,BINANCE:BTCUSD,19139.27974,19421.996,18988.78846,19302.64857,1174.065259,2020-12-14,8,14,43,BTC,35
2020-12-15 7:00:00,BINANCE:BTCUSD,19304.81229,19623.53163,19055.30252,19473.10734,1718.866178,2020-12-15,19,13,49,BTC,30
2020-12-16 7:00:00,BINANCE:BTCUSD,19473.30408,21587.05988,19293.33787,21395.56329,3753.587549,2020-12-16,10,15,86,BTC,76
2020-12-17 7:00:00,BINANCE:BTCUSD,21394.14785,23931.96,21272.79338,22822.58548,6709.177706,2020-12-17,12,20,100,BTC,88
2020-12-18 7:00:00,BINANCE:BTCUSD,22825.42771,23351.37009,22378.14202,23165.79807,2492.490006,2020-12-18,12,23,62,BTC,50
2020-12-19 7:00:00,BINANCE:BTCUSD,23187.1202,24175.446,22762.65845,23874.28413,2376.977391,2020-12-19,2,23,32,BTC,30
2020-12-20 7:00:00,BINANCE:BTCUSD,23897.66164,24302.50822,23092.99146,23603.21579,2359.331544,2020-12-20,4,14,20,BTC,16
2020-12-21 7:00:00,BINANCE:BTCUSD,23597.69506,24244.11844,21957.79034,22791.80005,3037.336598,2020-12-21,20,23,39,BTC,19
2020-12-22 7:00:00,BINANCE:BTCUSD,22797.72571,24003.82661,22347.99625,23796.97315,2610.005758,2020-12-22,18,31,29,BTC,11
2020-12-23 7:00:00,BINANCE:BTCUSD,23797.1697,24230.1123,22677.96201,23291.85976,3140.726075,2020-12-23,6,15,37,BTC,31
2020-12-24 7:00:00,BINANCE:BTCUSD,23292.25424,23928.83389,22728.00896,23794.65609,2021.816316,2020-12-24,11,17,22,BTC,11
2020-12-25 7:00:00,BINANCE:BTCUSD,23799.44111,24807.19952,23449.31483,24714.43747,2485.273713,2020-12-25,2,11,24,BTC,22
2020-12-26 7:00:00,BINANCE:BTCUSD,24722.80628,26814.36059,24465.0315,26406.7205,3130.491095,2020-12-26,1,5,25,BTC,24
2020-12-27 7:00:00,BINANCE:BTCUSD,26419.95224,28388.83,25485.675,26046.5242,5147.633134,2020-12-27,3,10,35,BTC,32
2020-12-28 7:00:00,BINANCE:BTCUSD,26040.74936,27563.4,25846.28942,27081.68473,2640.324174,2020-12-28,9,23,22,BTC,13
2020-12-29 7:00:00,BINANCE:BTCUSD,27080.02709,27446.82201,25881.384,27348.14455,2759.915295,2020-12-29,9,22,32,BTC,23
2020-12-30 7:00:00,BINANCE:BTCUSD,27352.39434,28968.20118,27344.44591,28839.72794,3619.630358,2020-12-30,2,19,34,BTC,32
2020-12-31 7:00:00,BINANCE:BTCUSD,28839.37131,29394.54685,27861.6226,28965.8326,3198.749866,2020-12-31,7,17,37,BTC,30
2021-01-01 7:00:00,BINANCE:BTCUSD,28963.40226,29557.638,28703.65138,29405.98152,1912.141965,2021-01-01,8,11,25,BTC,17
2021-01-02 7:00:00,BINANCE:BTCUSD,29404.51587,32974.79409,28091.74,31665.11925,5642.027395,2021-01-02,4,7,28,BTC,24
2021-01-03 7:00:00,BINANCE:BTCUSD,31665.13147,34198.90779,31005.7084,31988.46739,5685.874082,2021-01-03,3,7,27,BTC,24
2021-01-04 7:00:00,BINANCE:BTCUSD,32002.0125,32801.42732,28091.74,31899.65209,6459.855173,2021-01-04,25,10,25,BTC,0
2021-01-05 7:00:00,BINANCE:BTCUSD,31897.30774,34455.96,29927.50045,34004.62489,6178.200388,2021-01-05,14,15,40,BTC,26
2021-01-06 7:00:00,BINANCE:BTCUSD,34006.75303,37006.62285,33272.48836,36745.88353,6170.372239,2021-01-06,1,19,52,BTC,51
2021-01-07 7:00:00,BINANCE:BTCUSD,36739.51068,40601.0605,36206.43413,39311.97888,7055.209788,2021-01-07,7,50,39,BTC,32
2021-01-08 7:00:00,BINANCE:BTCUSD,39305.95507,42136.864,36355.0445,40366.66528,7492.357132,2021-01-08,10,44,52,BTC,42
2021-01-09 7:00:00,BINANCE:BTCUSD,40535.75816,41376.66829,38608.51228,39298.74734,3645.812168,2021-01-09,6,13,26,BTC,20
2021-01-10 7:00:00,BINANCE:BTCUSD,39464.74502,40499.31244,33433.18757,37705.26508,5667.11061,2021-01-10,2,13,21,BTC,19
2021-01-11 7:00:00,BINANCE:BTCUSD,37698.16794,37861.08294,30318.6177,35435.49906,14868.22145,2021-01-11,40,31,14,BTC,-26
2021-01-12 7:00:00,BINANCE:BTCUSD,35438.14793,36873.294,32509.4902,34105.01772,6937.078161,2021-01-12,30,38,29,BTC,-1
2021-01-13 7:00:00,BINANCE:BTCUSD,34107.1166,38042.96954,32316.1476,37396.06738,5398.036239,2021-01-13,24,24,38,BTC,14
2021-01-14 7:00:00,BINANCE:BTCUSD,37395.44474,40222.87404,36726.91075,39132.66,4593.710438,2021-01-14,18,24,55,BTC,37
2021-01-15 7:00:00,BINANCE:BTCUSD,39128.796,39710.5625,34277.82765,36768.03428,6092.011888,2021-01-15,16,32,38,BTC,22
2021-01-16 7:00:00,BINANCE:BTCUSD,37002.19454,38263.55339,35395.51662,36035.65537,3115.7798,2021-01-16,15,33,11,BTC,-4
2021-01-17 7:00:00,BINANCE:BTCUSD,36264.19143,36999.8818,33933.07718,35789.6655,2865.346913,2021-01-17,11,13,12,BTC,1
2021-01-18 7:00:00,BINANCE:BTCUSD,35790.61942,37560.75725,34800.5874,36609.50835,2878.163432,2021-01-18,12,44,17,BTC,5
2021-01-19 7:00:00,BINANCE:BTCUSD,36611.32755,37925.1915,35818.82499,36017.66248,3494.77656,2021-01-19,17,28,21,BTC,4
2021-01-20 7:00:00,BINANCE:BTCUSD,35988.60861,36550.85623,33462.48266,35486.60906,4490.520815,2021-01-20,22,16,18,BTC,-4
2021-01-21 7:00:00,BINANCE:BTCUSD,35485.45147,35815.48994,29965.50419,30878.36413,7347.469957,2021-01-21,41,27,29,BTC,-12
2021-01-22 7:00:00,BINANCE:BTCUSD,30846.27031,33999.52487,28781.7937,32989.41669,6739.297852,2021-01-22,44,22,28,BTC,-16
2021-01-23 7:00:00,BINANCE:BTCUSD,32966.93095,33568.24463,31458.08638,32135.12855,3051.518449,2021-01-23,9,22,26,BTC,17
2021-01-24 7:00:00,BINANCE:BTCUSD,32103.47873,33049.72343,30986.58,32310.34998,2363.992003,2021-01-24,9,15,10,BTC,1
2021-01-25 7:00:00,BINANCE:BTCUSD,32314.49759,35038.61037,31977.37109,32337.09222,3807.640056,2021-01-25,13,23,29,BTC,16
2021-01-26 7:00:00,BINANCE:BTCUSD,32338.76175,33002.23221,30806.81995,32504.00854,3814.696062,2021-01-26,21,19,29,BTC,8
2021-01-27 7:00:00,BINANCE:BTCUSD,32501.71077,32611.60778,29276.83215,30466.49291,5046.045576,2021-01-27,21,22,37,BTC,16
2021-01-28 7:00:00,BINANCE:BTCUSD,30461.71255,33877.25957,29923.20537,33449.94229,3757.012857,2021-01-28,24,29,32,BTC,8
2021-01-29 7:00:00,BINANCE:BTCUSD,33447.96849,38606.98192,31966.22309,34291.1001,10650.75537,2021-01-29,8,16,53,BTC,45
2021-01-30 7:00:00,BINANCE:BTCUSD,34283.00789,34984.99231,32810.72155,34332.26609,3870.792337,2021-01-30,8,17,28,BTC,20
2021-01-31 7:00:00,BINANCE:BTCUSD,34290.89957,34442.8104,32215.44236,33207.53162,2712.510985,2021-01-31,6,15,9,BTC,3
2021-02-01 7:00:00,BINANCE:BTCUSD,33207.03833,34856.61354,32213.632,33530.67587,3410.123314,2021-02-01,8,16,36,BTC,28
2021-02-02 7:00:00,BINANCE:BTCUSD,33531.76398,36258.66158,33294.79789,35522.41883,3515.434666,2021-02-02,8,26,37,BTC,29
2021-02-03 7:00:00,BINANCE:BTCUSD,35522.71382,37757.69902,35297.85793,37670.74534,3939.110664,2021-02-03,4,17,51,BTC,47
2021-02-04 7:00:00,BINANCE:BTCUSD,37678.07213,38898.89,36146.67875,37003.4216,4402.719574,2021-02-04,7,20,42,BTC,35
2021-02-05 7:00:00,BINANCE:BTCUSD,37010.04285,38512.26995,36610.52087,38385.12358,3252.956557,2021-02-05,8,17,32,BTC,24
2021-02-06 7:00:00,BINANCE:BTCUSD,38136.78281,41108.575,38007.996,39298.7176,4523.042143,2021-02-06,5,16,19,BTC,14
2021-02-07 7:00:00,BINANCE:BTCUSD,39030.90942,39836.03475,37151.58501,38914.293,4133.123639,2021-02-07,3,7,18,BTC,15
2021-02-08 7:00:00,BINANCE:BTCUSD,38937.56611,46997.07,38034.25314,46499.44181,7313.4443,2021-02-08,6,13,64,BTC,58
2021-02-09 7:00:00,BINANCE:BTCUSD,46498.10465,48485.18784,44923.42231,46576.5363,6203.339463,2021-02-09,2,31,81,BTC,79
2021-02-10 7:00:00,BINANCE:BTCUSD,46564.41408,47552.36091,43676.27904,44928.74058,5071.044061,2021-02-10,11,26,58,BTC,47
2021-02-11 7:00:00,BINANCE:BTCUSD,44929.48212,48780.2425,44131.06827,48063.91311,4703.312283,2021-02-11,22,22,65,BTC,43
2021-02-12 7:00:00,BINANCE:BTCUSD,48077.38871,49025.4,46277.74725,47427.07826,3754.010309,2021-02-12,4,26,85,BTC,81
2021-02-13 7:00:00,BINANCE:BTCUSD,47501.51485,48292.77365,46369.1808,47360.20068,2657.100532,2021-02-13,3,19,35,BTC,32
2021-02-14 7:00:00,BINANCE:BTCUSD,47409.44587,49932.95238,47075.61612,48764.31493,3032.682804,2021-02-14,6,6,28,BTC,22
2021-02-15 7:00:00,BINANCE:BTCUSD,48762.14171,49235.58417,46081.95,48044.29106,4013.821285,2021-02-15,15,16,26,BTC,11
2021-02-16 7:00:00,BINANCE:BTCUSD,48030.26096,50810.98477,47062.0341,49288.79685,4379.281217,2021-02-16,5,17,69,BTC,64
2021-02-17 7:00:00,BINANCE:BTCUSD,49276.49636,52999.37352,48744.24629,52213.83466,4519.489738,2021-02-17,18,27,76,BTC,58
2021-02-18 7:00:00,BINANCE:BTCUSD,52208.64145,52821.94395,50947.1181,51743.84813,3187.704306,2021-02-18,11,42,54,BTC,43
2021-02-19 7:00:00,BINANCE:BTCUSD,51743.84813,56571.58277,50935.59244,55969.06234,4546.883612,2021-02-19,9,33,49,BTC,40
2021-02-20 7:00:00,BINANCE:BTCUSD,55852.65261,57686.375,53595.10992,55974.44185,3579.925443,2021-02-20,2,21,43,BTC,41
2021-02-21 7:00:00,BINANCE:BTCUSD,55858.03301,58537.69231,55467.06032,57463.06207,2627.629503,2021-02-21,2,21,16,BTC,14
2021-02-22 7:00:00,BINANCE:BTCUSD,57466.38199,57808.33775,47253.12687,54243.83139,8693.808427,2021-02-22,28,21,11,BTC,-17
2021-02-23 7:00:00,BINANCE:BTCUSD,54228.26838,54433.00088,44900.98,48992.87373,12931.13852,2021-02-23,43,38,23,BTC,-20
2021-02-24 7:00:00,BINANCE:BTCUSD,48994.89005,51864.10025,46916.23565,49824.55636,5402.421535,2021-02-24,22,31,45,BTC,23
2021-02-25 7:00:00,BINANCE:BTCUSD,49823.76773,52131.5456,46824.79044,47279.37203,4316.691868,2021-02-25,11,47,34,BTC,23
2021-02-26 7:00:00,BINANCE:BTCUSD,47281.26181,48836.16341,44000.64082,46481.09464,5700.31043,2021-02-26,27,33,17,BTC,-10
2021-02-27 7:00:00,BINANCE:BTCUSD,46871.82136,48918.79598,45260.16206,46386.65583,2719.763835,2021-02-27,11,27,12,BTC,1
2021-02-28 7:00:00,BINANCE:BTCUSD,46755.50955,47292.09679,43183.034,45169.33185,4048.58253,2021-02-28,9,17,5,BTC,-4
2021-03-01 7:00:00,BINANCE:BTCUSD,45185.70022,50098.968,44849.86197,49705.29444,3810.1587,2021-03-01,7,11,5,BTC,-2
2021-03-02 7:00:00,BINANCE:BTCUSD,49703.99746,50471.55795,46804.3857,48666.56168,3268.802171,2021-03-02,10,15,39,BTC,29
2021-03-03 7:00:00,BINANCE:BTCUSD,48629.78753,52872.96766,48130.26652,50553.19272,3515.848831,2021-03-03,7,34,26,BTC,19
2021-03-04 7:00:00,BINANCE:BTCUSD,50566.70738,51937.37345,47594.40813,48482.48494,4041.079798,2021-03-04,11,31,17,BTC,6
2021-03-05 7:00:00,BINANCE:BTCUSD,48497.78446,49763.53459,46278.64997,48789.89334,3613.558646,2021-03-05,15,35,28,BTC,13
2021-03-06 7:00:00,BINANCE:BTCUSD,49035.71763,49533.92208,47088.08419,48887.10944,1891.610755,2021-03-06,4,15,7,BTC,3
2021-03-07 7:00:00,BINANCE:BTCUSD,49133.43554,51685.29667,48827.17009,50924.2058,2317.339681,2021-03-07,1,12,12,BTC,11
2021-03-08 7:00:00,BINANCE:BTCUSD,50932.55563,52704.81418,49272.704,52324.60109,2959.270335,2021-03-08,6,31,30,BTC,24
2021-03-09 7:00:00,BINANCE:BTCUSD,52314.88386,55035.48163,51738.99323,54952.66995,3154.578102,2021-03-09,6,20,36,BTC,30
2021-03-10 7:00:00,BINANCE:BTCUSD,54943.99427,57468.31318,53133.97939,55986.9396,4327.459534,2021-03-10,3,30,34,BTC,31
2021-03-11 7:00:00,BINANCE:BTCUSD,55984.59283,58187.47,54285.31688,57811.9564,3870.475477,2021-03-11,4,33,32,BTC,28
2021-03-12 7:00:00,BINANCE:BTCUSD,57815.33358,58114.38562,55064.18402,57128.69581,3797.854121,2021-03-12,3,35,21,BTC,18
2021-03-13 7:00:00,BINANCE:BTCUSD,57281.66792,61124.5661,55949.13723,60064.28365,3394.644652,2021-03-13,0,18,24,BTC,24
2021-03-14 7:00:00,BINANCE:BTCUSD,60225.10372,60953.64606,58627.20925,58832.48005,2159.712496,2021-03-14,0,11,13,BTC,13
2021-03-15 7:00:00,BINANCE:BTCUSD,58850.51501,60376.0375,54802.98301,55768.20697,5463.431724,2021-03-15,21,26,25,BTC,4
2021-03-16 7:00:00,BINANCE:BTCUSD,55771.0363,57182.65841,53280.27509,56917.50636,4041.534976,2021-03-16,21,26,20,BTC,-1
2021-03-17 7:00:00,BINANCE:BTCUSD,56924.65897,58969.644,54205.82648,58867.671,3811.206464,2021-03-17,15,29,45,BTC,30
2021-03-18 7:00:00,BINANCE:BTCUSD,58864.72265,60395.7622,57072.53949,57749.44853,3483.111068,2021-03-18,15,29,40,BTC,25
2021-03-19 7:00:00,BINANCE:BTCUSD,57747.99432,59626.314,56282.286,58168.57459,2532.651338,2021-03-19,13,23,37,BTC,24
2021-03-20 7:00:00,BINANCE:BTCUSD,58210.83794,60011.88556,57824.70561,58215.27398,2119.896004,2021-03-20,3,11,7,BTC,4
2021-03-21 7:00:00,BINANCE:BTCUSD,58240.26379,58851.44647,55820.40316,57586.74278,2220.428517,2021-03-21,8,10,3,BTC,-5
2021-03-22 7:00:00,BINANCE:BTCUSD,57591.21869,58669.62628,53665.96,54302.242,3536.423914,2021-03-22,9,22,42,BTC,33
2021-03-23 7:00:00,BINANCE:BTCUSD,54288.59227,56347.81748,52783.5749,54454.67624,3180.736502,2021-03-23,16,26,22,BTC,6
2021-03-24 7:00:00,BINANCE:BTCUSD,54449.82383,57401.6064,51985.84206,52469.19964,4000.280942,2021-03-24,12,15,53,BTC,41
2021-03-25 7:00:00,BINANCE:BTCUSD,52455.40765,53518.91438,50294.1314,51360.25609,4420.247392,2021-03-25,26,16,33,BTC,7
2021-03-26 7:00:00,BINANCE:BTCUSD,51353.5455,55221.64,51282.63515,55132.34239,2785.738111,2021-03-26,4,20,30,BTC,26
2021-03-27 7:00:00,BINANCE:BTCUSD,54996.81492,56547.387,53897.58678,55844.00249,2013.168441,2021-03-27,8,13,11,BTC,3
2021-03-28 7:00:00,BINANCE:BTCUSD,55723.13415,56587.2653,54568.11677,55851.98622,2082.865576,2021-03-28,2,15,9,BTC,7
2021-03-29 7:00:00,BINANCE:BTCUSD,55849.50624,58414.5026,54842.79026,57532.42289,3089.303077,2021-03-29,3,27,33,BTC,30
2021-03-30 7:00:00,BINANCE:BTCUSD,57564.59707,59469.03757,56811.44109,58758.84273,2759.419244,2021-03-30,4,26,40,BTC,36
2021-03-31 7:00:00,BINANCE:BTCUSD,58768.79897,59974.98,56908.3592,58695.56621,3713.653204,2021-03-31,13,23,48,BTC,35
2021-04-01 7:00:00,BINANCE:BTCUSD,58696.57896,59678.17502,57796.81008,58785.03624,2550.979334,2021-04-01,3,31,34,BTC,31
2021-04-02 7:00:00,BINANCE:BTCUSD,58788.12405,59986.79487,58425.15285,58950.15426,2109.630537,2021-04-02,2,22,25,BTC,23
2021-04-03 7:00:00,BINANCE:BTCUSD,59020.31528,59681.95545,57182.75719,57379.89611,2126.046231,2021-04-03,0,14,12,BTC,12
2021-04-04 7:00:00,BINANCE:BTCUSD,57448.1997,58837.53269,56750.98584,58312.79039,1609.655164,2021-04-04,3,12,7,BTC,4
2021-04-05 7:00:00,BINANCE:BTCUSD,58174.41451,59309.80186,56945.102,59074.85981,2053.16536,2021-04-05,5,36,34,BTC,29
2021-04-06 7:00:00,BINANCE:BTCUSD,59069.84738,59656.87323,57351.31473,58146.98114,2848.554283,2021-04-06,9,14,21,BTC,12
2021-04-07 7:00:00,BINANCE:BTCUSD,58141.55825,59004.47256,55619.75722,56216.09107,4368.289712,2021-04-07,17,21,18,BTC,1
2021-04-08 7:00:00,BINANCE:BTCUSD,56216.67261,58337.8796,55955.3522,58158.12185,2623.743809,2021-04-08,13,20,25,BTC,12
2021-04-09 7:00:00,BINANCE:BTCUSD,58165.11031,59070.69924,57647.12021,58279.09826,2067.302452,2021-04-09,11,24,22,BTC,11
2021-04-10 7:00:00,BINANCE:BTCUSD,58348.147,60762.70975,57885.63706,59696.23362,3017.919078,2021-04-10,4,21,15,BTC,11
2021-04-11 7:00:00,BINANCE:BTCUSD,59784.07118,60355.82906,58943.8857,59973.41516,1885.481822,2021-04-11,0,14,13,BTC,13
2021-04-12 7:00:00,BINANCE:BTCUSD,59948.23349,61360.26806,59338.69305,59801.10867,3002.212124,2021-04-12,3,19,31,BTC,28
2021-04-13 7:00:00,BINANCE:BTCUSD,59810.14571,63854.34571,59586.00441,63546.92727,4080.575544,2021-04-13,7,25,35,BTC,28
2021-04-14 7:00:00,BINANCE:BTCUSD,63558.45893,65087.75802,61429.2949,63055.22243,4526.906752,2021-04-14,10,30,22,BTC,12
2021-04-15 7:00:00,BINANCE:BTCUSD,63052.81868,64050.09872,62126.36406,63244.2284,2709.838848,2021-04-15,6,22,24,BTC,18
2021-04-16 7:00:00,BINANCE:BTCUSD,63259.28474,63806.13469,59986.74179,61529.38609,3901.235126,2021-04-16,11,17,17,BTC,6
2021-04-17 7:00:00,BINANCE:BTCUSD,61449.72456,62760.58396,60061.32548,60623.77584,2162.610072,2021-04-17,2,7,12,BTC,10
2021-04-18 7:00:00,BINANCE:BTCUSD,60537.77726,61015.78436,53558.74111,56600.55086,5801.60573,2021-04-18,19,11,6,BTC,-13
2021-04-19 7:00:00,BINANCE:BTCUSD,56586.48077,58089.93825,54249.2251,55799.5712,3605.572067,2021-04-19,23,21,17,BTC,-6
2021-04-20 7:00:00,BINANCE:BTCUSD,55546.46713,57281.30592,52966.22084,56591.04986,3700.874663,2021-04-20,8,12,22,BTC,14
2021-04-21 7:00:00,BINANCE:BTCUSD,56588.69907,57083.07074,53699.6985,53899.93576,3291.939442,2021-04-21,20,19,18,BTC,-2
2021-04-22 7:00:00,BINANCE:BTCUSD,53903.07117,55469.29574,50273.715,51846.52727,5511.029352,2021-04-22,15,38,17,BTC,2
2021-04-23 7:00:00,BINANCE:BTCUSD,51851.87799,52381.38759,47183.6092,50975.35565,7056.730473,2021-04-23,37,19,17,BTC,-20
2021-04-24 7:00:00,BINANCE:BTCUSD,50967.1724,51366.2787,48742.29101,50373.92671,2243.960229,2021-04-24,4,18,9,BTC,5
2021-04-25 7:00:00,BINANCE:BTCUSD,50035.85448,50911.9479,46850.7,49241.71851,2423.354912,2021-04-25,7,8,10,BTC,3
2021-04-26 7:00:00,BINANCE:BTCUSD,48929.34147,54531.6629,48628.61199,54188.92088,3973.128426,2021-04-26,9,26,32,BTC,23
2021-04-27 7:00:00,BINANCE:BTCUSD,54181.88504,55701.26738,53370.3675,55119.8044,2309.615135,2021-04-27,7,28,25,BTC,18
2021-04-28 7:00:00,BINANCE:BTCUSD,55109.82282,56302.15405,53873.29165,54747.95457,2510.476191,2021-04-28,12,32,21,BTC,9
2021-04-29 7:00:00,BINANCE:BTCUSD,54729.55518,55287.50127,52145.60735,53665.1328,2511.498971,2021-04-29,6,21,28,BTC,22
2021-04-30 7:00:00,BINANCE:BTCUSD,53659.3622,58543.62075,53059.40646,58187.01493,2913.968767,2021-04-30,9,23,17,BTC,8
2021-05-01 7:00:00,BINANCE:BTCUSD,58175.06529,58995.82411,56975.92782,57727.67767,1761.900023,2021-05-01,3,12,11,BTC,8
